Review Text,Review Rate,Review Time,search,insert_date
"Tolle Ambiente und nicht schlechte Bedingung, drei Sterne für die zwei. Für Essen selbst muss ich als eine Kantonesen sagen dass es kein kantonesisch Essen ist. Das Essen sieht und schmeckt nicht wie kantonesisch aus, aber trotzdem nicht schlecht. Ein Stern Abzug dafür. Portion passt auch, nicht so klein wie beschrieben.",4,vor 6 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Sehr leckere authentische chinesische Küche, Restaurant ist sehr schick eingerichtet und der Service ist super. Besonders lecker ist das Lamm & Wantan in Chilli Öl! :)",5,vor 5 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Tolles, elegantes Ambiente. Die große Vorspeisenauswahl (u.a. diverse Dumplings) sowie die Ente sind hervorragend.
Die Riesengarnele und das Wagyu als Hauptspeise waren okay bzw. in Ordnung.
Der Service war stets aufmerksam und freundlich.",4,vor 5 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Tolles Essen, tolle Location an sich alles perfekt für ein modernes Restaurant mit Stil, wenn der Service nicht so schlecht wäre. Jedes dritte Gericht was wir bestellen wollten war ausverkauft ohne das man uns vorher darauf hingewiesen hat beim übergeben der Speisekarten, drei bestellte Essen wurden nicht geliefert, erst nachdem wir eine 3/4h später 2 mal nachgefragt haben, ob sie uns vergessen hätten, kamen die Speisen, keine Entschuldigung aufs Haus oder irgendwas. Sehr schade bei einem sonst so schönen Restaurant",3,vor 10 Monaten,Ya+The+Mandarin+Room,2022-06-26
Ambiente sehr schön in einem Keller an der Lepoldstr gelegen. Essen ganz gut - Personal freundlich.,4,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
Hervorragende Speisen zu entsprechenden Preisen. Perfekter Service und gemütliche Location. Die diversen Speisen waren alle super lecker! Das Ya ist immer einen Besuch wert,5,vor 3 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Ein sehr schönes Restaurant zu einem besonderen Anlass. Sehr gutes Essen und Teeauswahl. Der Service ist sehr freundlich, einige müssen noch etwas eingearbeitet werden, aber im Großen uns Ganzen hat sich der Besuch gelohnt.",5,vor 11 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Sehr schönes Restaurant mit tollem Ambiente und sehr aufmerksamen, freundlichen Mitarbeitern. Das Essen (Signature Menü) war köstlich und vielfältig. Ein rundum gelungener Abend! Danke dafür und bis bald :)",5,vor einem Jahr,Ya+The+Mandarin+Room,2022-06-26
"Wirklich feines Essen und auch toller Service.
Leider stimmen Preis und Portion nicht ganz überein.",3,vor 4 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Das Essen war gut, der Service hat allerdings noch Luft nach oben. Die Getränke ließen leider lange auf sich warten.",4,vor 8 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Ambiente: Sehr schön, edel und stilvoll eingerichtet. Man kann draußen und drinnen sitzen.

Essen: Genau die richtige Anzahl an Gerichten. Qualität der Speisen sehr gut. Auch die Portionsgrößen sind ausreichend.

Wir hatten das Wagyu Beef und die Garnelen + Tofu. Beides war sehr lecker. Vor allem die Dumplings schmecken so viel besser als bei anderen asiatischen Restaurants - hier schmeckt man, dass diese hausgemacht werden. Unbedingt die Dumplings probieren!
Einen kleinen Minuspunkt gibt es für die Getränke - Drinks könnten besser sein.

Service: Sehr freundlicher und zuvorkommender Service. Alles bestens. Man bestellt und bezahlt per Smartphone - schnell und effizient. Bei Fragen stehen die Kellner jederzeit zur Verfügung.

Können wir nur empfehlen!",5,vor 8 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Absolut empfehlenswert. Wir hatten ein  Menü für 2 Personen. Richtig gutes Essen, sehr sympathische Bedienung und ein sehr angenehmes Ambiente. Die Beratung zum Essen und Wein war goldrichtig und es war mit Abstand das leckerste chinesische Essen, das ich bisher hatte. Hier gibt es kein Standard eingedeutschtes chinesisches Essen. Fairerweise muss man sagen, dass die Preise entsprechend höher sind. Hier stimmt aber der Satz: ""Qualität hat ihren Preis."" Für ein romantisches Abendessen, kann ich es sehr empfehlen 😉 Wir kommen auf jeden Fall wieder.",5,vor 6 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Sehr schönes Restaurant mit sehr guter Küche. Leider kann der freundliche Service nicht ganz mit halten. Getränke wurden vergessen, und ein Gericht nicht eingegeben und damit nicht serviert. Auch wurden nicht mehr benötigte Gläser und Geschirr nicht abgeräumt. Auch war es schwierig die Aufmerksamkeit des Servicepersonals zu erlangen.",4,vor 5 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Hervorragende Kantonküche in stilvollen Ambiente.

Das Ya begeistert direkt beim ersten Anblick - man geht die Treppen hinab, hört einen Brunnen und läuft entlang eines kleinen Teichs zu seinem Tisch. Die Einrichtung ist stilvoll und modern aber unverkennbar kantonesisch.

Das Highlight für die meisten Gäste ist die am Tisch tranchierte Ente. Aber auch Vegetarier kommen hier voll auf ihre Kosten. Köstliche Dim Sum, Spinat, Tempura Tofu oder fritierte Aubergine sind sehr zu empfehlen.",5,vor 11 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Bei meinem ersten Besuch war das Essen und der Service sehr gut. Heute wurden wir leider etwas enttäuscht und gefühlt lief einiges schief:
Bsp:
- Unsere zuständige Servicekraft hatte nicht wirklich einen Blick für unseren Tisch und wir haben nicht den Service erhalten wie man ihn von so einem Restaurant erwarten würde.
- Das Essen war zum größten Teil lecker, das Fleisch von einem teuren Fleischgericht war z.B. jedoch zäh
- der alkoholische Longdrink vom Nachbartisch landete bei mir als Schwangeren und ich dachte es wäre mein bestellter Eistee.
- Zum Ende hin wurden lieber freie Nachbartische gewischt und neu aufgedeckt bevor unser Tisch frei gemacht wurde, keine Frage ob wir noch Nachtisch oder Ähnliches wollen.
Insgesamt schade weil es eine Einladung für Freunde war.",2,vor einem Monat,Ya+The+Mandarin+Room,2022-06-26
"2 Sterne gibt es für das tolle Ambiente. Das Essen war schön angerichtet aber geschmacklich hat es uns nicht umgehauen. Der Service war nett aber hat uns komplett falsch beraten, auch dass das Essen immer wieder zu unterschiedlichen Zeiten serviert wurde war der Preisklasse nicht ganz gerecht. Jeder hat sein Essen zu unterschiedlichen Zeiten bekommen, seltsam.

Leider hatten wir kein gemütliches Abendessen, sondern eher hektisch und unkoordiniert. Wir hatten uns so auf den Abend gefreut.",2,vor 3 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Waren gestern vor Ort!
Also ein absolutes wow Erlebnis! Das Design ist der Hammer - Kellner super aufmerksam!

Das Essen ist ein Traum - jedes Gericht war perfekt - super gewürzt!
Wir hatten 7 Vorspeisen, 3 Hauptgänge (die Kanton Ente ist der Wahnsinn) und 2 Desserts. Getränke waren es 2 Flaschen Wasser, Tee und 2 Bier — das alles für 150€, Preisleistung auf den Punkt!

In diesem Restaurant merkt man, dass sich die Eigentümer/Besitzer richtige Gedanken gemacht haben - das Konzept trifft voll ins Schwarze!

Wir können es nur jedem empfehlen und es war sicherlich nicht unser letzter Besuch!

Macht weiter so!",5,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Eine superschöne Location, sowohl auf der kleinen Terrasse draußen (sehr friedliche Stimmung ) als auch drinnen.
Wir waren am Sonntag Mittag zum Dim Sun Brunch da. Die Auswahl ist nicht riesig, aber alles war sehr lecker. Am besten hat mit der eingelegte Rettich geschmeckt.
Der Service war auch sehr gut: Bei unserem Nachtisch war wohl etwas schief gelaufen, und wir mussten ziemlich lange darauf warten. Am Ende bekamen wir nicht den bestellten Nachtisch, sondern einen anderen, aber mit einer netten Entschuldigung und umsonst, so dass es uns nicht gestört hat.",5,vor einer Woche,Ya+The+Mandarin+Room,2022-06-26
"2 Sterne für das wirklich wunderschöne Ambiente und die freundliche Bedienung. Note für das Essen: befriedigend/ausreichend
Wir hatten zu zweit das Menü. Nach circa 3 Minuten stand der erste Gang auch schon auf dem Tisch ( die Getränke ließen weiterhin auf sich warten). Wir hatten noch nicht einmal aufgegessen schon stand der nächste Gang auf dem Tisch. Insgesamt waren die Portionen sehr klein und der WOW Effekt blieb definitiv aus. Die Konsistenz der Vorspeise gewöhnungsbedürftig, die Dim sum zu scharf, die Ente zu fettig. Und dafür 90,00 EUR inkl. 2 Getränken. Leider keine keine Empfehlung. Die sehr positiven Bewertungen sind nicht nachvollziehbar und wurden leider nicht erfüllt...!",2,vor 4 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Bisschen hektischer Service weil soviel los war. Das bestellte Essen,Freunde hatten Menü gewählt, kommt nach zufälliger Reihenfolge je nach dem was fertig wird. Sehr schönes Ambiente und der hektische Service war wiederum charmant! Die Teller mit der Peking-Ente sollten vorgewärmt werden und die Ente wurde nicht am Tisch pariert wie in der Karte beschrieben. Wenn sich die Crew in den nächsten Wochen einspielt wird's ein sehr nices chinesisches/ kantonesisches Restaurant!",4,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Essen gut und lecker. Allerdings sehr unflexibel, Menü nur für 2 Personen oder 4 möglich (als Familie für 3 unmöglich und keine Alternative)y das gleiche Gericht zweimal bestellt und sehr unterschiedlich Varianten bekommen. Desserts ok, aber mit Potential. Lange Wartezeiten und Service routiniert.",3,vor 3 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Tolles Ambiente, solides Dim Sum und schneller Service. Leider bekommt man für den vergleichsweise hohen Preis nicht ganz die gleiche Qualität wie in Südchina. Dennoch sind ein paar spannende Kreationen dabei, die man definitiv probiert haben sollte. Unbedingt den Milchtee dazu bestellen!",4,vor einem Monat,Ya+The+Mandarin+Room,2022-06-26
"Topp Peking Enten Menue, in liebevoller und auslaufsicherer Geschenk-Verpackung pünktlich ins Haus geliefert. Preis/Leistungsverhältnis sehr gut, Qualität der Zutaten und ihrer Zubereitung ausgezeichnet. Eine wunderbare Überraschung! Den Rest erzählen die Bilder.....",5,vor einem Jahr,Ya+The+Mandarin+Room,2022-06-26
"Sehr zuvorkommender Service und tolles Ambiente! Das Essen war hervorragend!!!Unbedingt ein Menü bestellen, damit man von der Vielfältigkeit alles probieren kann! Wir kommen sehr gern wieder!",5,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Schönes Restaurant, aber für Vegetarier nichts besonderes.
Ambiente: 5/5 super schön, verwinkelt, stilvoll
Service: 5/5 nette Bedienungen, sehr aufmerksam
Essen: 3/5 wir hatten das vegi love Menu. Es war okay, aber wirklich nichts besonderes was man eigentlich bei dem Preis/„fine dining“ erwarten würde.
Timing: 2/5 es gab insgesamt 6 Gerichte, 2 kamen zuerst, dann kurz darauf 3 auf einmal, dann nach 30 Minuten noch ein letztes (wir hatten gar nicht mehr damit gerechnet)
Insgesamt war es ein schöner Abend, aber nichts besonderes.. vielleicht bei Fleisch Gerichten etwas besser aber veggie war sehr durchschnittlich",3,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Leider hatten wir eine sehr enttäuschende Erfahrung.

Die 2 Sterne für die Kanton Ente und das Ambiente.

Leider war der Service nicht besonders freundlich und es hat sehr lange gedauert.

Das Essen war aber die größte Enttäuschung: es kam kalt an, es hat an Geschmack/Salz gefehlt, es war extrem fettig (insb die Baos - es lief Öl runter als man gedrückt hat… wir konnten es nicht fertig essen)

Sehr schade, hatte mich total drauf gefreut, insb weil der Standard ohnehin für Chinesisches Essen in München recht niedrig ist… würde nicht nochmal kommen.",2,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Mein Kumpel so, beste Ente Münchens. Ich war voll skeptisch, weil ich Asia-Mann

Fazit: beste Ente die ich je gegessen hab.

Update:
Nächstes mal bitte auf Google angeben dass ihr geschlossen habt und nicht einfach Zettel vor die Tür kleben

Update Update:
Hab da nochmal Nudel mit Ente probiert. War übersalzen. Danach nochmal DuckBowl mit Reis und diesmal war die Ente nicht so lecker. Eher normal.",3,vor einem Jahr,Ya+The+Mandarin+Room,2022-06-26
Sehr schöne Restaurant ! Wir haben alle Gericht ausprobieren leider ist nicht etwas für uns ! Müssen danach noch mal wo anderes essen gehen.  Trotzdem wünsche ich viel erfolgt !,2,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Wir haben zu Silvester das Menü mit Pekingente und kleiner Vor- und Nachspeise bestellt. Alles kam pünktlich und war sehr liebevoll verpackt. Die Edamame und Dumplings waren toll gewürzt, die Ente war perfekt gegart. Leckere Soßen und genügend Pancakes gab es auch, so dass wir unser Festessen sehr genossen haben. Nach Corona kommen wir bestimmt auch mal zum Essen ins Restaurant!",5,vor einem Jahr,Ya+The+Mandarin+Room,2022-06-26
"Schönes, edles und geschmackvolles Lokal mitten in Schwabing, im UG, sehr freundlicher und hilfsbereiter Service, super zusammengestellte Menüs und eine große a la carte Auswahl. Das Essen war ansprechend angerichtet und sehr gut. Mein Lieblingsgericht ist hier Kanton Duck. Eine sehr empfehlenswerte Adresse für gehobenere Ansprüche an chinesischem Essen.",5,vor 5 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Super coole location und guter Service.
Lunch kostest etwa 12Euro + Getränk. Essen war etwas trocken und hätte besser sein können bei dem Anspruch.",4,vor 10 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Wirklich authentisches chinesisches Essen, hat mir sehr gut geschmeckt !",5,vor 8 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Wir hatten für Samstag, 11.12.21 persönlich einen Tisch reserviert (14 Tage zuvor als wir Vorort waren!), diese Reservierung wurde offensichtlich nicht aufgenommen, so dass der Tisch nicht verfügbar war! Als wir zur Bestätigung am 11.12. anriefen, wurden wir unverschämt behandelt, wahrscheinlich von einem der Eigentümer,  und nicht mit unserem Ansprechpartner Leo verbunden, sondern es wurde einfach aufgelegt. Das geschau insgesamt 4 x! Scheinbar bekommt dem Restaurant der Erfolg nicht, so ein arrogantes, unverschämtes Verhalten haben wir noch nie erlebt! Disgusting!",1,vor 6 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Sehr schöne Erfahrung. Feine Gerichte mit authentischem Geschmack, Genauso wie wir es uns aus Asien gewohnt sind.",4,vor 3 Monaten,Ya+The+Mandarin+Room,2022-06-26
Service und Essen auf sehr hohem Niveau. Wir hatten einen Kenner dabei der sich mit Chinese Food auskannte... Er meinte sehr am Original dran. Note 1 mit Stern.,5,vor einem Monat,Ya+The+Mandarin+Room,2022-06-26
"Super leckeres und authentisches Restaurant!

Die Kanton Duck ist sehr zu empfehlen - schmeckt wie in China...und wird mit Pancakes, Gurke, Frühlingszwiebel und der traditionellen Sauce serviert. Definitiv die beste Beijing Duck (bzw. Kanton Duck bei Ya) die wir in Deutschland bislang probiert haben.

Auch die Dumplings sind super lecker - wir hatten uns durch eine Vielzahl probiert.

Deko und Ambiente im Restaurant sind sehr schön. Perfekt für einen Abend in kleiner Runde oder auch für ein Team Dinner.

Service war sehr nett und aufmerksam.

Wir kommen definitiv zurück!",5,vor 7 Monaten,Ya+The+Mandarin+Room,2022-06-26
Das Essen dort ist einfach bombastisch. Traditionell Kantoneisch mit einem Hauch von Fusion.,5,vor einer Woche,Ya+The+Mandarin+Room,2022-06-26
"Ja, gut, qualitativ wirklich ok, ein bisschen zu voll und ein bisschen Kuddelmuddel.
Ambiente zumindest da, wo wir saßen sehr kellerig...",4,vor 2 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Ich war zwei Mal schon hier und fand die Speisen an sich lecker. Die Preise sind hoch und für manche Gerichte etwas überteuert (z.B. Wan Tan für 9 Euro). Das Personal ist freundlich, auch wenn manche beim ersten Besuch etwas verwirrt schienen.

Beim ersten Besuch hatten wir Drinks und verschiedene Sachen bestellt. Beim Kokos-Panna Cotta wurde leider die Soße vergessen. Da es unser erster Besuch war, wussten wir nicht, dass etwas fehlte. Am Geschmack hat man es jedoch gemerkt.
Habe nun auf Fotos von anderen Gästen gesehen, dass sehr wohl Soße auf das Dessert kommt.

Beim zweiten Besuch wurde uns das falsche Gericht gebracht. Da wir ziemlich viel bestellt haben, ist uns dies leider erst zu spät aufgefallen. Es wurden Knödel-Dumplings anstatt Shanghai soup dumplings gebracht. Bei Nachfrage meinte die Kellnerin dennoch es seien die Shanghai dumplings, was aber nicht sein kann, da sie komplett anders aussahen und keine Brühe enthalten war.

Der Innenraum ist außerdem nicht klimatisiert. Dementsprechend ist es sehr warm drinnen.

Alles in allem, ein schön dekoriertes Lokal das klassische chinesische Speisen zu hohen Preisen anbietet.",3,vor einem Jahr,Ya+The+Mandarin+Room,2022-06-26
"Ambiente: für München außergewöhnlich! Sehr gut. Service: 4/10; dafür eigenlich die meisten Abzüge. Essen: preiswert, nicht schlecht, aber haut einen auch nicht von der Eckbank; 7/10; Champagner: 10/10 would recommend.",3,vor 7 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Haben hier vergangenen Freitag mehrere Gerichte bestellt und geliefert bekommen. Der Kontakt war freundlich, das Essen kam schnell und war sehr gut. Eigentlich wären es 4 von 5 Sternen, allerdings möchte ich die Kundenorientierung nochmal hervorheben (dafür gabs den Extrapunkt). Zwei Gerichte waren etwas verbrannt, nachdem ich darauf hingewiesen haben, hat das Restaurant großartig reagiert! Wir freuen uns schon auf das nächste Mal!",5,vor einem Jahr,Ya+The+Mandarin+Room,2022-06-26
"Wirklich gutes kantonesische/Chinesisches Restaurant. Tolle Auswahl an verschiedenen Dim Sum und auch viele weitere Gerichte. Die Kanton Ente ist wirklich gut und die Portion wirklich reichlich.
Am besten Reservieren, am Abend ist das Restaurant oft voll.",5,vor 10 Monaten,Ya+The+Mandarin+Room,2022-06-26
Location sehr gut. Essen gut. Service sehr freundlich aber nicht perfekt. Signature Menu lecker aber irgendwie passt das Wagyu nicht hinter die Ente. Beides Süß und fettig. Da wäre ein nicht frittiertes Fleisch passender gewesen.  Überhaupt. Warum muss man so teures Fleisch frittieren und in Soße ertränken? Macht keinen Sinn. Preis Leistung ok. Aber eben keine 5 Sterne.,4,vor 10 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Die Peking-Ente war wirklich gut, die Garnelen süßsauer sogar fast noch besser. Feine Geschmacksnuancen und schön angerichtet. Sehr freundlicher Lieferservice, wir werden sicherlich auch mal vor Ort im Restaurant essen.",5,vor einem Jahr,Ya+The+Mandarin+Room,2022-06-26
"Ein absolut gelungener Abend  in einem absolut herausragenden Ambiente.
Schmackhafte, authentische Gerichte, die Lust auf mehr machen.
Gerne wieder !",5,vor 6 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Wirklich toll- insgesamt sehr stimmig. Ambiente und Atmosphäre harmonisch, Essen ausgezeichnet, Betreuung durch das Personal sehr zuvorkommend. Es war ein wunderschöner Abend. Vielen Dank dafür. Wir kommen sehr gerne wieder!",5,vor 9 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Sehr guter chinesische Küche
Wann Tan
und
Kanton Duck
Und
Kokos Bällchen mit Sesam

Doch so gut die Küche auch ist
Die Räume sind fein möbliert
Und mit der Beleuchtung gut inszeniert

Aber unfassbar  Brutale ! LAUT

Also um 18.00 hingehen und schnell essen :-)",5,vor 8 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Sehr lecker, sehr schöne Ambiente und freundliche Personal, authentische Peking Ente und leckere Dim Sums, würde immer gerne kommen.",5,vor 6 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Bestes chinesisches Essen meines Lebens, definitiv den Preis wert! Tolle Karte, authentisches Ambiente und super Service! Komme gerne wieder!",5,vor 8 Monaten,Ya+The+Mandarin+Room,2022-06-26
Leckeres chin. Essen. Die Pekingente war besonders gut. Das Fleisch war super zart.,5,vor 10 Monaten,Ya+The+Mandarin+Room,2022-06-26
"Noch nie in München habe ich so gut gegessen, das Essen ist sehr originell,  Atmosphäre ist sehr schön.
Ein tolles, lebendiges Serviceteam, besonders ist die Dame Hong, sie ist sehr herzlich und freundlich!!! Wir kommen wieder!!!",5,vor 11 Monaten,Ya+The+Mandarin+Room,2022-06-26
Sehr lecker,5,vor 3 Monaten,Ya+The+Mandarin+Room,2022-06-26
