x,y,content,Topic,Rating,Topic_Words
15.343822,3.04125,"Das Restaurant ist etwas versteckt auf der Leopoldstraße, aber wenn man das Restaurant betritt wird man von der tollen Einrichtung und Atmosphäre überrascht. Es ist sehr modern aber doch gemütlich eingerichtet. Perfekt für ein romantisches Date oder für einen besonderen Anlass.

Wir waren dort zu Abend essen und haben das Signature Menü bestellt. Vorab hatten wir den Pu-Erh Tee in Limettenschale bestellt und erhielten eine kleine Teezeremonie.

Uns hat besonders die Vielfalt des Menüs gefallen und alle Gerichte waren sehr frisch und geschmacklich top.

Preislich ist das Lokal etwas höher angesetzt, aber es ist definitiv das Geld wert.

Wir werden das YA wieder besuchen und dann eines der vielen anderen Menüs ausprobieren.

⭐️abzug gibt es für den Service. Wir mussten teilweise etwas lange auf unser Dessert warten und der Service könnte etwas aufmerksamer sein. Ansonsten war es ein sehr schöner Abend beim YA.",0,4.0,0: restaurants|chinesische|restaurant
15.990962,0.81202275,"Super! Ich war mit meiner Freundin in diesen Restaurant. Die Atmosphäre ist romantisch. Natürlich, Essens sind wie in Guangzhou und  Hongkong. Reinsteig mit Rinderfleisch gefällt mir sehr! Nächste mal werde ich gerne noch Xiajiao probieren!",0,5.0,0: restaurants|chinesische|restaurant
15.120843,3.4954665,"Elegant und lecker! Eine Reise der Geschmäcker🥰 Mein Mann und ich haben uns für ein Menü entschieden und haben es nicht bereut! Bilder erzählen mehr wie 1000 Worte 😉 seht selbst😇 Wir werden auf jeden Fall nochmal hingehen, denn die Dumplings haben uns begeistert! Die Terrasse ist super schön aber auch Innen schaut es mega gemütlich aus. Noch ein Wort zum Personal: äussert aufmerksam und sehr freundlich. Danke für den wunderschönen Abend im Ya!💖👍",0,5.0,0: restaurants|chinesische|restaurant
16.13964,1.3178422,"Wir haben 3 verschiedene Menüs bestellt, es war eine tolle Reise durch die chinesische Küche, alles andere als Standart.
Tolle Einrichtung und authentisches Ambiente.
persönliche Empfehlung: Seeteufel",0,5.0,0: restaurants|chinesische|restaurant
14.820886,1.5439423,"Tolle Ambiente und nicht schlechte Bedingung, drei Sterne für die zwei. Für Essen selbst muss ich als eine Kantonesen sagen dass es kein kantonesisch Essen ist. Das Essen sieht und schmeckt nicht wie kantonesisch aus, aber trotzdem nicht schlecht. Ein Stern Abzug dafür. Portion passt auch, nicht so klein wie beschrieben.",0,4.0,0: restaurants|chinesische|restaurant
14.928365,0.20739548,"Sehr leckere authentische chinesische Küche, Restaurant ist sehr schick eingerichtet und der Service ist super. Besonders lecker ist das Lamm & Wantan in Chilli Öl! :",0,5.0,0: restaurants|chinesische|restaurant
12.513965,2.8744688,"Tolles, elegantes Ambiente. Die große Vorspeisenauswahl u.a. diverse Dumplings sowie die Ente sind hervorragend.
Die Riesengarnele und das Wagyu als Hauptspeise waren okay bzw. in Ordnung.
Der Service war stets aufmerksam und freundlich.",1,4.0,1: geschmack|food|gegessen
15.524599,3.5145354,"Tolles Essen, tolle Location an sich alles perfekt für ein modernes Restaurant mit Stil, wenn der Service nicht so schlecht wäre. Jedes dritte Gericht was wir bestellen wollten war ausverkauft ohne das man uns vorher darauf hingewiesen hat beim übergeben der Speisekarten, drei bestellte Essen wurden nicht geliefert, erst nachdem wir eine 3/4h später 2 mal nachgefragt haben, ob sie uns vergessen hätten, kamen die Speisen, keine Entschuldigung aufs Haus oder irgendwas. Sehr schade bei einem sonst so schönen Restaurant",0,3.0,0: restaurants|chinesische|restaurant
10.937869,1.7281158,Ambiente sehr schön in einem Keller an der Lepoldstr gelegen. Essen ganz gut - Personal freundlich.,1,4.0,1: geschmack|food|gegessen
12.62106,2.8071346,Hervorragende Speisen zu entsprechenden Preisen. Perfekter Service und gemütliche Location. Die diversen Speisen waren alle super lecker! Das Ya ist immer einen Besuch wert,1,5.0,1: geschmack|food|gegessen
14.800893,2.8443456,"Ein sehr schönes Restaurant zu einem besonderen Anlass. Sehr gutes Essen und Teeauswahl. Der Service ist sehr freundlich, einige müssen noch etwas eingearbeitet werden, aber im Großen uns Ganzen hat sich der Besuch gelohnt.",0,5.0,0: restaurants|chinesische|restaurant
14.29231,2.9826775,"Sehr schönes Restaurant mit tollem Ambiente und sehr aufmerksamen, freundlichen Mitarbeitern. Das Essen Signature Menü war köstlich und vielfältig. Ein rundum gelungener Abend! Danke dafür und bis bald :",0,5.0,0: restaurants|chinesische|restaurant
11.385935,3.2766812,"Wirklich feines Essen und auch toller Service.
Leider stimmen Preis und Portion nicht ganz überein.",1,3.0,1: geschmack|food|gegessen
11.65248,3.452662,"Das Essen war gut, der Service hat allerdings noch Luft nach oben. Die Getränke ließen leider lange auf sich warten.",1,4.0,1: geschmack|food|gegessen
14.975504,1.8890216,"Ambiente: Sehr schön, edel und stilvoll eingerichtet. Man kann draußen und drinnen sitzen.

Essen: Genau die richtige Anzahl an Gerichten. Qualität der Speisen sehr gut. Auch die Portionsgrößen sind ausreichend.

Wir hatten das Wagyu Beef und die Garnelen + Tofu. Beides war sehr lecker. Vor allem die Dumplings schmecken so viel besser als bei anderen asiatischen Restaurants - hier schmeckt man, dass diese hausgemacht werden. Unbedingt die Dumplings probieren!
Einen kleinen Minuspunkt gibt es für die Getränke - Drinks könnten besser sein.

Service: Sehr freundlicher und zuvorkommender Service. Alles bestens. Man bestellt und bezahlt per Smartphone - schnell und effizient. Bei Fragen stehen die Kellner jederzeit zur Verfügung.

Können wir nur empfehlen!",0,5.0,0: restaurants|chinesische|restaurant
16.15135,1.3701881,"Absolut empfehlenswert. Wir hatten ein  Menü für 2 Personen. Richtig gutes Essen, sehr sympathische Bedienung und ein sehr angenehmes Ambiente. Die Beratung zum Essen und Wein war goldrichtig und es war mit Abstand das leckerste chinesische Essen, das ich bisher hatte. Hier gibt es kein Standard eingedeutschtes chinesisches Essen. Fairerweise muss man sagen, dass die Preise entsprechend höher sind. Hier stimmt aber der Satz: ""Qualität hat ihren Preis."" Für ein romantisches Abendessen, kann ich es sehr empfehlen 😉 Wir kommen auf jeden Fall wieder.",0,5.0,0: restaurants|chinesische|restaurant
15.573749,3.178105,"Sehr schönes Restaurant mit sehr guter Küche. Leider kann der freundliche Service nicht ganz mit halten. Getränke wurden vergessen, und ein Gericht nicht eingegeben und damit nicht serviert. Auch wurden nicht mehr benötigte Gläser und Geschirr nicht abgeräumt. Auch war es schwierig die Aufmerksamkeit des Servicepersonals zu erlangen.",0,4.0,0: restaurants|chinesische|restaurant
14.91079,1.8331572,"Hervorragende Kantonküche in stilvollen Ambiente.

Das Ya begeistert direkt beim ersten Anblick - man geht die Treppen hinab, hört einen Brunnen und läuft entlang eines kleinen Teichs zu seinem Tisch. Die Einrichtung ist stilvoll und modern aber unverkennbar kantonesisch.

Das Highlight für die meisten Gäste ist die am Tisch tranchierte Ente. Aber auch Vegetarier kommen hier voll auf ihre Kosten. Köstliche Dim Sum, Spinat, Tempura Tofu oder fritierte Aubergine sind sehr zu empfehlen.",0,5.0,0: restaurants|chinesische|restaurant
15.6985655,3.6588755,"Bei meinem ersten Besuch war das Essen und der Service sehr gut. Heute wurden wir leider etwas enttäuscht und gefühlt lief einiges schief:
Bsp:
- Unsere zuständige Servicekraft hatte nicht wirklich einen Blick für unseren Tisch und wir haben nicht den Service erhalten wie man ihn von so einem Restaurant erwarten würde.
- Das Essen war zum größten Teil lecker, das Fleisch von einem teuren Fleischgericht war z.B. jedoch zäh
- der alkoholische Longdrink vom Nachbartisch landete bei mir als Schwangeren und ich dachte es wäre mein bestellter Eistee.
- Zum Ende hin wurden lieber freie Nachbartische gewischt und neu aufgedeckt bevor unser Tisch frei gemacht wurde, keine Frage ob wir noch Nachtisch oder Ähnliches wollen.
Insgesamt schade weil es eine Einladung für Freunde war.",0,2.0,0: restaurants|chinesische|restaurant
15.514643,3.5046928,"2 Sterne gibt es für das tolle Ambiente. Das Essen war schön angerichtet aber geschmacklich hat es uns nicht umgehauen. Der Service war nett aber hat uns komplett falsch beraten, auch dass das Essen immer wieder zu unterschiedlichen Zeiten serviert wurde war der Preisklasse nicht ganz gerecht. Jeder hat sein Essen zu unterschiedlichen Zeiten bekommen, seltsam.

Leider hatten wir kein gemütliches Abendessen, sondern eher hektisch und unkoordiniert. Wir hatten uns so auf den Abend gefreut.",0,2.0,0: restaurants|chinesische|restaurant
14.987254,3.4420636,"Waren gestern vor Ort!
Also ein absolutes wow Erlebnis! Das Design ist der Hammer - Kellner super aufmerksam!

Das Essen ist ein Traum - jedes Gericht war perfekt - super gewürzt!
Wir hatten 7 Vorspeisen, 3 Hauptgänge die Kanton Ente ist der Wahnsinn und 2 Desserts. Getränke waren es 2 Flaschen Wasser, Tee und 2 Bier — das alles für 150€, Preisleistung auf den Punkt!

In diesem Restaurant merkt man, dass sich die Eigentümer/Besitzer richtige Gedanken gemacht haben - das Konzept trifft voll ins Schwarze!

Wir können es nur jedem empfehlen und es war sicherlich nicht unser letzter Besuch!

Macht weiter so!",0,5.0,0: restaurants|chinesische|restaurant
15.267098,3.5782375,"Eine superschöne Location, sowohl auf der kleinen Terrasse draußen sehr friedliche Stimmung  als auch drinnen.
Wir waren am Sonntag Mittag zum Dim Sun Brunch da. Die Auswahl ist nicht riesig, aber alles war sehr lecker. Am besten hat mit der eingelegte Rettich geschmeckt.
Der Service war auch sehr gut: Bei unserem Nachtisch war wohl etwas schief gelaufen, und wir mussten ziemlich lange darauf warten. Am Ende bekamen wir nicht den bestellten Nachtisch, sondern einen anderen, aber mit einer netten Entschuldigung und umsonst, so dass es uns nicht gestört hat.",0,5.0,0: restaurants|chinesische|restaurant
15.313631,4.0424247,"2 Sterne für das wirklich wunderschöne Ambiente und die freundliche Bedienung. Note für das Essen: befriedigend/ausreichend
Wir hatten zu zweit das Menü. Nach circa 3 Minuten stand der erste Gang auch schon auf dem Tisch  die Getränke ließen weiterhin auf sich warten. Wir hatten noch nicht einmal aufgegessen schon stand der nächste Gang auf dem Tisch. Insgesamt waren die Portionen sehr klein und der WOW Effekt blieb definitiv aus. Die Konsistenz der Vorspeise gewöhnungsbedürftig, die Dim sum zu scharf, die Ente zu fettig. Und dafür 90,00 EUR inkl. 2 Getränken. Leider keine keine Empfehlung. Die sehr positiven Bewertungen sind nicht nachvollziehbar und wurden leider nicht erfüllt...!",0,2.0,0: restaurants|chinesische|restaurant
16.117773,1.5469226,"Bisschen hektischer Service weil soviel los war. Das bestellte Essen,Freunde hatten Menü gewählt, kommt nach zufälliger Reihenfolge je nach dem was fertig wird. Sehr schönes Ambiente und der hektische Service war wiederum charmant! Die Teller mit der Peking-Ente sollten vorgewärmt werden und die Ente wurde nicht am Tisch pariert wie in der Karte beschrieben. Wenn sich die Crew in den nächsten Wochen einspielt wird's ein sehr nices chinesisches/ kantonesisches Restaurant!",0,4.0,0: restaurants|chinesische|restaurant
15.690615,3.0659714,"Essen gut und lecker. Allerdings sehr unflexibel, Menü nur für 2 Personen oder 4 möglich als Familie für 3 unmöglich und keine Alternativey das gleiche Gericht zweimal bestellt und sehr unterschiedlich Varianten bekommen. Desserts ok, aber mit Potential. Lange Wartezeiten und Service routiniert.",0,3.0,0: restaurants|chinesische|restaurant
13.374371,2.0679884,"Tolles Ambiente, solides Dim Sum und schneller Service. Leider bekommt man für den vergleichsweise hohen Preis nicht ganz die gleiche Qualität wie in Südchina. Dennoch sind ein paar spannende Kreationen dabei, die man definitiv probiert haben sollte. Unbedingt den Milchtee dazu bestellen!",0,4.0,0: restaurants|chinesische|restaurant
14.933374,3.4051104,"Topp Peking Enten Menue, in liebevoller und auslaufsicherer Geschenk-Verpackung pünktlich ins Haus geliefert. Preis/Leistungsverhältnis sehr gut, Qualität der Zutaten und ihrer Zubereitung ausgezeichnet. Eine wunderbare Überraschung! Den Rest erzählen die Bilder.....",0,5.0,0: restaurants|chinesische|restaurant
12.430509,2.9235857,"Sehr zuvorkommender Service und tolles Ambiente! Das Essen war hervorragend!!!Unbedingt ein Menü bestellen, damit man von der Vielfältigkeit alles probieren kann! Wir kommen sehr gern wieder!",1,5.0,1: geschmack|food|gegessen
15.639866,3.4971046,"Schönes Restaurant, aber für Vegetarier nichts besonderes.
Ambiente: 5/5 super schön, verwinkelt, stilvoll
Service: 5/5 nette Bedienungen, sehr aufmerksam
Essen: 3/5 wir hatten das vegi love Menu. Es war okay, aber wirklich nichts besonderes was man eigentlich bei dem Preis/„fine dining“ erwarten würde.
Timing: 2/5 es gab insgesamt 6 Gerichte, 2 kamen zuerst, dann kurz darauf 3 auf einmal, dann nach 30 Minuten noch ein letztes wir hatten gar nicht mehr damit gerechnet
Insgesamt war es ein schöner Abend, aber nichts besonderes.. vielleicht bei Fleisch Gerichten etwas besser aber veggie war sehr durchschnittlich",0,3.0,0: restaurants|chinesische|restaurant
15.828249,1.7680205,"Leider hatten wir eine sehr enttäuschende Erfahrung.

Die 2 Sterne für die Kanton Ente und das Ambiente.

Leider war der Service nicht besonders freundlich und es hat sehr lange gedauert.

Das Essen war aber die größte Enttäuschung: es kam kalt an, es hat an Geschmack/Salz gefehlt, es war extrem fettig insb die Baos - es lief Öl runter als man gedrückt hat… wir konnten es nicht fertig essen

Sehr schade, hatte mich total drauf gefreut, insb weil der Standard ohnehin für Chinesisches Essen in München recht niedrig ist… würde nicht nochmal kommen.",0,2.0,0: restaurants|chinesische|restaurant
15.6050005,2.478659,"Mein Kumpel so, beste Ente Münchens. Ich war voll skeptisch, weil ich Asia-Mann

Fazit: beste Ente die ich je gegessen hab.

Update:
Nächstes mal bitte auf Google angeben dass ihr geschlossen habt und nicht einfach Zettel vor die Tür kleben

Update Update:
Hab da nochmal Nudel mit Ente probiert. War übersalzen. Danach nochmal DuckBowl mit Reis und diesmal war die Ente nicht so lecker. Eher normal.",0,3.0,0: restaurants|chinesische|restaurant
15.377827,3.3529103,Sehr schöne Restaurant ! Wir haben alle Gericht ausprobieren leider ist nicht etwas für uns ! Müssen danach noch mal wo anderes essen gehen.  Trotzdem wünsche ich viel erfolgt !,0,2.0,0: restaurants|chinesische|restaurant
14.89982,3.3492575,"Wir haben zu Silvester das Menü mit Pekingente und kleiner Vor- und Nachspeise bestellt. Alles kam pünktlich und war sehr liebevoll verpackt. Die Edamame und Dumplings waren toll gewürzt, die Ente war perfekt gegart. Leckere Soßen und genügend Pancakes gab es auch, so dass wir unser Festessen sehr genossen haben. Nach Corona kommen wir bestimmt auch mal zum Essen ins Restaurant!",0,5.0,0: restaurants|chinesische|restaurant
15.85702,1.7496463,"Schönes, edles und geschmackvolles Lokal mitten in Schwabing, im UG, sehr freundlicher und hilfsbereiter Service, super zusammengestellte Menüs und eine große a la carte Auswahl. Das Essen war ansprechend angerichtet und sehr gut. Mein Lieblingsgericht ist hier Kanton Duck. Eine sehr empfehlenswerte Adresse für gehobenere Ansprüche an chinesischem Essen.",0,5.0,0: restaurants|chinesische|restaurant
13.201544,2.7865067,"Super coole location und guter Service.
Lunch kostest etwa 12Euro + Getränk. Essen war etwas trocken und hätte besser sein können bei dem Anspruch.",0,4.0,0: restaurants|chinesische|restaurant
15.17001,-0.77650964,"Wirklich authentisches chinesisches Essen, hat mir sehr gut geschmeckt !",0,5.0,0: restaurants|chinesische|restaurant
15.72071,3.8955986,"Wir hatten für Samstag, 11.12.21 persönlich einen Tisch reserviert 14 Tage zuvor als wir Vorort waren!, diese Reservierung wurde offensichtlich nicht aufgenommen, so dass der Tisch nicht verfügbar war! Als wir zur Bestätigung am 11.12. anriefen, wurden wir unverschämt behandelt, wahrscheinlich von einem der Eigentümer,  und nicht mit unserem Ansprechpartner Leo verbunden, sondern es wurde einfach aufgelegt. Das geschau insgesamt 4 x! Scheinbar bekommt dem Restaurant der Erfolg nicht, so ein arrogantes, unverschämtes Verhalten haben wir noch nie erlebt! Disgusting!",0,1.0,0: restaurants|chinesische|restaurant
11.936888,1.8325763,"Sehr schöne Erfahrung. Feine Gerichte mit authentischem Geschmack, Genauso wie wir es uns aus Asien gewohnt sind.",1,4.0,1: geschmack|food|gegessen
15.602652,0.26802552,Service und Essen auf sehr hohem Niveau. Wir hatten einen Kenner dabei der sich mit Chinese Food auskannte... Er meinte sehr am ,0,5.0,0: restaurants|chinesische|restaurant
15.599457,1.7706094,"Super leckeres und authentisches Restaurant!

Die Kanton Duck ist sehr zu empfehlen - schmeckt wie in China...und wird mit Pancakes, Gurke, Frühlingszwiebel und der traditionellen Sauce serviert. Definitiv die beste Beijing Duck bzw. Kanton Duck bei Ya die wir in Deutschland bislang probiert haben.

Auch die Dumplings sind super lecker - wir hatten uns durch eine Vielzahl probiert.

Deko und Ambiente im Restaurant sind sehr schön. Perfekt für einen Abend in kleiner Runde oder auch für ein Team Dinner.

Service war sehr nett und aufmerksam.

Wir kommen definitiv zurück!",0,5.0,0: restaurants|chinesische|restaurant
14.09342,-0.11908446,Das Essen dort ist einfach bombastisch. Traditionell Kantoneisch mit einem Hauch von Fusion.,0,5.0,0: restaurants|chinesische|restaurant
12.952804,2.0982902,"Ja, gut, qualitativ wirklich ok, ein bisschen zu voll und ein bisschen Kuddelmuddel.
Ambiente zumindest da, wo wir saßen sehr kellerig...",1,4.0,1: geschmack|food|gegessen
15.6318035,4.021101,"Ich war zwei Mal schon hier und fand die Speisen an sich lecker. Die Preise sind hoch und für manche Gerichte etwas überteuert z.B. Wan Tan für 9 Euro. Das Personal ist freundlich, auch wenn manche beim ersten Besuch etwas verwirrt schienen.

Beim ersten Besuch hatten wir Drinks und verschiedene Sachen bestellt. Beim Kokos-Panna Cotta wurde leider die Soße vergessen. Da es unser erster Besuch war, wussten wir nicht, dass etwas fehlte. Am Geschmack hat man es jedoch gemerkt.
Habe nun auf Fotos von anderen Gästen gesehen, dass sehr wohl Soße auf das Dessert kommt.

Beim zweiten Besuch wurde uns das falsche Gericht gebracht. Da wir ziemlich viel bestellt haben, ist uns dies leider erst zu spät aufgefallen. Es wurden Knödel-Dumplings anstatt Shanghai soup dumplings gebracht. Bei Nachfrage meinte die Kellnerin dennoch es seien die Shanghai dumplings, was aber nicht sein kann, da sie komplett anders aussahen und keine Brühe enthalten war.

Der Innenraum ist außerdem nicht klimatisiert. Dementsprechend ist es sehr warm drinnen.

Alles in allem, ein schön dekoriertes Lokal das klassische chinesische Speisen zu hohen Preisen anbietet.",0,3.0,0: restaurants|chinesische|restaurant
12.749376,2.3862324,"Ambiente: für München außergewöhnlich! Sehr gut. Service: 4/10; dafür eigenlich die meisten Abzüge. Essen: preiswert, nicht schlecht, aber haut einen auch nicht von der Eckbank; 7/10; Champagner: 10/10 would recommend.",1,3.0,1: geschmack|food|gegessen
15.567561,3.47711,"Haben hier vergangenen Freitag mehrere Gerichte bestellt und geliefert bekommen. Der Kontakt war freundlich, das Essen kam schnell und war sehr gut. Eigentlich wären es 4 von 5 Sternen, allerdings möchte ich die Kundenorientierung nochmal hervorheben dafür gabs den Extrapunkt. Zwei Gerichte waren etwas verbrannt, nachdem ich darauf hingewiesen haben, hat das Restaurant großartig reagiert! Wir freuen uns schon auf das nächste Mal!",0,5.0,0: restaurants|chinesische|restaurant
15.804987,0.45482314,"Wirklich gutes kantonesische/Chinesisches Restaurant. Tolle Auswahl an verschiedenen Dim Sum und auch viele weitere Gerichte. Die Kanton Ente ist wirklich gut und die Portion wirklich reichlich.
Am besten Reservieren, am Abend ist das Restaurant oft voll.",0,5.0,0: restaurants|chinesische|restaurant
15.667517,3.0345697,Location sehr gut. Essen gut. Service sehr freundlich aber nicht perfekt. Signature Menu lecker aber irgendwie passt das Wagyu nicht hinter die Ente. Beides Süß und fettig. Da wäre ein nicht frittiertes Fleisch passender gewesen.  Überhaupt. Warum muss man so teures Fleisch frittieren und in Soße ertränken? Macht keinen Sinn. Preis Leistung ok. Aber eben keine 5 Sterne.,0,4.0,0: restaurants|chinesische|restaurant
14.593227,2.892244,"Die Peking-Ente war wirklich gut, die Garnelen süßsauer sogar fast noch besser. Feine Geschmacksnuancen und schön angerichtet. Sehr freundlicher Lieferservice, wir werden sicherlich auch mal vor Ort im Restaurant essen.",0,5.0,0: restaurants|chinesische|restaurant
11.230583,1.8657926,"Ein absolut gelungener Abend  in einem absolut herausragenden Ambiente.
Schmackhafte, authentische Gerichte, die Lust auf mehr machen.
Gerne wieder !",1,5.0,1: geschmack|food|gegessen
12.458156,2.9163043,"Wirklich toll- insgesamt sehr stimmig. Ambiente und Atmosphäre harmonisch, Essen ausgezeichnet, Betreuung durch das Personal sehr zuvorkommend. Es war ein wunderschöner Abend. Vielen Dank dafür. Wir kommen sehr gerne wieder!",1,5.0,1: geschmack|food|gegessen
15.232949,1.520691,"Sehr guter chinesische Küche
Wann Tan
und
Kanton Duck
Und
Kokos Bällchen mit Sesam

Doch so gut die Küche auch ist
Die Räume sind fein möbliert
Und mit der Beleuchtung gut inszeniert

Aber unfassbar  Brutale ! LAUT

Also um 18.00 hingehen und schnell essen :-",0,5.0,0: restaurants|chinesische|restaurant
11.785758,2.0120249,"Sehr lecker, sehr schöne Ambiente und freundliche Personal, authentische Peking Ente und leckere Dim Sums, würde immer gerne kommen.",1,5.0,1: geschmack|food|gegessen
15.382119,-0.61910504,"Bestes chinesisches Essen meines Lebens, definitiv den Preis wert! Tolle Karte, authentisches Ambiente und super Service! Komme gerne wieder!",0,5.0,0: restaurants|chinesische|restaurant
13.769831,1.3704026,Leckeres chin. Essen. Die Pekingente war besonders gut. Das Fleisch war super zart.,1,5.0,1: geschmack|food|gegessen
12.539044,2.8308184,"Noch nie in München habe ich so gut gegessen, das Essen ist sehr originell,  Atmosphäre ist sehr schön.
Ein tolles, lebendiges Serviceteam, besonders ist die Dame Hong, sie ist sehr herzlich und freundlich!!! Wir kommen wieder!!!",0,5.0,0: restaurants|chinesische|restaurant
7.476757,2.5109997,Sehr lecker,2,5.0,2: schmecken|schmeckt|geschmack
15.416383,-0.1287398,"Aktuell das beste chinesische Restaurant in München. Der einzige Kritikpunkt ist, dass es keine einfache Online Reservierung gibt, man muss via E-Mail oder Telefon reservieren.",0,5.0,0: restaurants|chinesische|restaurant
